NUTSM,rep_1,rep_2,rep_3,rep_4,rep_5,rep_6,rep_7,rep_8,rep_9,rep_10,rep_11,rep_12,rep_13,rep_14,rep_15,rep_16,rep_17,rep_18,rep_19,rep_20,rep_21,rep_22,rep_23,rep_24,rep_25,rep_26,rep_27,rep_28,rep_29,rep_30,rep_31,rep_32,rep_33,rep_34,rep_35,rep_36,rep_37,rep_38,rep_39,rep_40,rep_41,rep_42,rep_43,rep_44,rep_45,rep_46,rep_47,rep_48,rep_49,rep_50,rep_51,rep_52,rep_53,rep_54,rep_55,rep_56,rep_57,rep_58,rep_59,rep_60,rep_61,rep_62,rep_63,rep_64,rep_65,rep_66,rep_67,rep_68,rep_69,rep_70,rep_71,rep_72,rep_73,rep_74,rep_75,rep_76,rep_77,rep_78,rep_79,rep_80,rep_81,rep_82,rep_83,rep_84,rep_85,rep_86,rep_87,rep_88,rep_89,rep_90,rep_91,rep_92,rep_93,rep_94,rep_95,rep_96,rep_97,rep_98,rep_99,rep_100
FR101,0.9388506,0.839389526,0.743268021,0.776793502,0.807100288,0.879798553,0.932919501,0.830420457,0.965194282,0.865128075,0.67222529,0.905830285,0.876115767,0.820078921,0.812746147,0.786928635,0.8655332,0.875373021,0.77234849,0.789972806,0.853689868,0.887686619,0.707684793,0.783706686,0.905909679,0.745634171,0.863215703,0.893231927,0.912842218,0.830182046,0.943195545,0.873716914,0.829888726,0.943947418,0.90829466,0.656252201,0.869557175,0.889464895,0.807672248,0.766574991,0.751408404,0.778251268,0.857503647,0.787101009,0.790477785,0.896440636,0.873817533,0.815703173,0.717637023,0.895071552,0.796281894,0.782154566,0.780622189,0.686715107,0.853340052,0.8784732,0.885481729,0.725845988,0.802272252,0.881805135,0.774986834,0.758268267,0.880127663,0.818995901,0.771402296,0.860050192,0.896265814,0.741000829,0.763889042,0.699215236,0.853030186,0.767451761,0.71370159,0.778967822,0.804064374,0.837665922,0.764765656,0.925435651,0.739656175,0.909089027,0.860715099,0.776060947,0.817826916,0.831142055,0.803500601,0.807691722,0.891144595,0.952555249,0.87627334,0.876669611,0.858519667,0.747188709,0.779347677,0.79881051,0.94858001,0.932234158,0.937161541,0.878785146,0.847853041,0.781535038
FR102,0.709892956,0.583302289,0.542436652,0.596765002,0.575048894,0.34157343,0.743383034,0.546977622,0.890770311,0.328264538,0.337044313,0.336461945,0.608306034,0.502916561,0.623129712,0.544334042,0.804784426,0.573790473,0.605059242,0.578227279,0.391032966,0.792424422,0.463597553,0.707890124,0.657643697,0.453279733,0.381954617,0.790531143,0.711632291,0.38249947,0.6584298,0.608858187,0.416613113,0.581357605,0.682631694,0.446493797,0.328232548,0.392967345,0.565830622,0.437724242,0.567119574,0.667948585,0.735778461,0.551216443,0.573681709,0.560631507,0.555101852,0.503252865,0.718481855,0.477588109,0.327334211,0.556169623,0.544907158,0.497500567,0.621832121,0.729608369,0.367126814,0.511908738,0.327905397,0.526280149,0.461403848,0.567440549,0.398973417,0.644921777,0.435433874,0.797244331,0.533326218,0.505414792,0.396242229,0.504078832,0.630427029,0.527108896,0.541034209,0.514787015,0.369404435,0.625998537,0.572767888,0.759268322,0.550597984,0.514824554,0.727584898,0.634332357,0.679979845,0.438114286,0.634190287,0.345551524,0.497546223,0.624760553,0.477276403,0.478045089,0.3060117,0.459251797,0.619799026,0.669455147,0.888976752,0.619216281,0.671857796,0.497427306,0.712648434,0.599497178
FR103,0.905157646,0.813321825,0.689395161,0.728041825,0.747145252,0.826640202,0.853106714,0.730547864,0.943988314,0.82421895,0.646594435,0.784364927,0.830461421,0.773861149,0.764393161,0.745637399,0.839584078,0.871689986,0.76545517,0.758167212,0.818411665,0.767252529,0.66004091,0.768122499,0.888881788,0.690916992,0.791270291,0.850359419,0.891064883,0.795367386,0.889239995,0.832915069,0.800337725,0.910926474,0.857263386,0.62870347,0.803865002,0.845865529,0.790825714,0.696711122,0.697799223,0.760841349,0.823528171,0.726278383,0.716105148,0.776123656,0.827358003,0.734596612,0.747873423,0.853966877,0.776203078,0.706130175,0.78745618,0.671943869,0.826004874,0.872227353,0.83352074,0.65402701,0.743373885,0.842966498,0.711692251,0.766799597,0.848964583,0.680733068,0.70312554,0.84118428,0.875854485,0.714634564,0.647725433,0.664225814,0.742511753,0.654346468,0.67365812,0.703545173,0.740535767,0.788863921,0.706354441,0.893967283,0.628018752,0.88323623,0.828275824,0.68811044,0.761068988,0.77618296,0.743786203,0.790161509,0.857598278,0.807078794,0.821661102,0.817013387,0.825739715,0.635407402,0.8137169,0.776588855,0.920955303,0.819262273,0.877007656,0.830537582,0.775787989,0.756430654
FR104,0.937876749,0.829634037,0.720789006,0.766761089,0.806299886,0.860666104,0.908133619,0.808099898,0.97331325,0.845721441,0.67206126,0.829763143,0.867349899,0.805702205,0.799492757,0.789807295,0.863069619,0.908245359,0.801150539,0.793066822,0.819315546,0.863767491,0.688324082,0.793247839,0.92907044,0.765001062,0.845803514,0.886093888,0.898125513,0.834623838,0.924279095,0.852428852,0.808887747,0.917794054,0.896139924,0.647433563,0.835405604,0.877241833,0.80401166,0.732511912,0.741293737,0.779087097,0.851973087,0.752147935,0.796599092,0.884550579,0.873620948,0.803596838,0.765550744,0.893377951,0.788753204,0.748409655,0.796090805,0.725064957,0.84819524,0.929223742,0.869604325,0.702377338,0.773701464,0.872267345,0.747136701,0.768242452,0.868932714,0.814281205,0.749964325,0.866364472,0.897212304,0.744695528,0.762907405,0.656431103,0.842904249,0.745920338,0.706015441,0.754925097,0.772727468,0.824800032,0.736846413,0.919841292,0.718751407,0.90166081,0.863568038,0.759799504,0.810247235,0.815743712,0.776510655,0.809857909,0.873767012,0.944997135,0.876953936,0.868708714,0.859252413,0.74007009,0.84370116,0.792377264,0.948883032,0.907400639,0.903824063,0.87587399,0.816891307,0.792068007
FR105,0.944358429,0.840495844,0.743580578,0.786392727,0.811581112,0.881791442,0.941720952,0.832378806,0.970730914,0.874823138,0.688660712,0.905592753,0.87784785,0.820330908,0.81384729,0.788794903,0.87878662,0.908220755,0.807682771,0.803005291,0.891003253,0.888298867,0.746905053,0.819453036,0.924735418,0.791383523,0.864322705,0.901004639,0.91533894,0.837679393,0.94288713,0.875024593,0.832539949,0.944356522,0.909415563,0.662000948,0.870840336,0.899463684,0.81964779,0.770007561,0.755014726,0.794264086,0.865876291,0.793218814,0.802058635,0.898189943,0.878469922,0.816191968,0.729343645,0.901762892,0.810563892,0.789754722,0.833556342,0.731384734,0.854676555,0.938895093,0.900312294,0.725845988,0.806196375,0.889937903,0.784178299,0.781888613,0.884243579,0.820476251,0.77522397,0.86503761,0.907898613,0.751465326,0.767411423,0.730451228,0.852862406,0.768498786,0.716962281,0.79129775,0.804622885,0.843922364,0.765365373,0.926228676,0.747930317,0.923049093,0.874102309,0.778054732,0.830556675,0.835162369,0.806278171,0.822845323,0.891457776,0.951825182,0.8778603,0.884076595,0.858888711,0.753799533,0.851928447,0.832815071,0.951124543,0.931241331,0.939135428,0.882882579,0.847925503,0.804630835
FR106,0.94476039,0.839882329,0.743913947,0.777995294,0.814061689,0.880908396,0.937603731,0.826940599,0.96898965,0.873755507,0.687928266,0.905258671,0.871815492,0.829391405,0.813566657,0.796177607,0.877237072,0.910468931,0.805427971,0.807150612,0.876688141,0.880186333,0.737082982,0.816621008,0.92551692,0.790393028,0.853791279,0.898184196,0.918192869,0.829883124,0.945408952,0.869348847,0.82952762,0.943934732,0.907601192,0.658471958,0.872258564,0.896650005,0.817996317,0.772171404,0.759157952,0.781239037,0.859708899,0.791799863,0.804860216,0.897546682,0.874838459,0.82724608,0.756804019,0.903401826,0.808773163,0.7981542,0.830201645,0.716237622,0.855893209,0.936076454,0.888789085,0.734775372,0.804429788,0.884082298,0.778020468,0.782148196,0.885069995,0.82646989,0.770342464,0.872761248,0.90833727,0.767042213,0.774218463,0.727624868,0.857999406,0.77338025,0.719353493,0.790439108,0.795507739,0.847863254,0.758805302,0.925489532,0.755957882,0.92199633,0.869052905,0.770266953,0.824255004,0.820819132,0.804349149,0.81874519,0.891062611,0.948140876,0.889198417,0.882717039,0.863593089,0.774245616,0.839935636,0.829129835,0.951296554,0.927653282,0.932855329,0.881800832,0.851772966,0.801644683
FR107,0.948392143,0.840116523,0.744398151,0.781600882,0.814595233,0.881154388,0.944122862,0.828832273,0.971376623,0.874274808,0.688630096,0.906912189,0.871217174,0.827566115,0.814988224,0.800052759,0.878731903,0.910936927,0.80930548,0.807584403,0.891048541,0.88234597,0.743103232,0.819666345,0.930409977,0.79989884,0.855941603,0.899175168,0.919029476,0.835090615,0.943776128,0.87083989,0.829719071,0.94433569,0.907551497,0.657978173,0.872491506,0.894614343,0.818802129,0.776902444,0.75944325,0.78538623,0.861863992,0.795016142,0.806447717,0.896834042,0.877049936,0.821145445,0.765674974,0.903918312,0.811758921,0.80079913,0.834453925,0.731128809,0.856640811,0.937503082,0.898313054,0.734914317,0.805811262,0.883540103,0.779064864,0.781923486,0.887362078,0.826100745,0.774347516,0.869569549,0.909445697,0.767692396,0.776734956,0.727421088,0.85808161,0.769650381,0.720618828,0.790794345,0.798505683,0.849565793,0.758789167,0.92664002,0.755833868,0.923468535,0.874897931,0.772715405,0.830164527,0.826312057,0.805081754,0.816661534,0.893055438,0.94536172,0.889678171,0.882992252,0.864665251,0.775279521,0.847376549,0.832814864,0.952657693,0.929848332,0.936258596,0.881991968,0.852496927,0.803271176
FR108,0.805209129,0.674826786,0.664535919,0.552253992,0.430392377,0.58182931,0.867619981,0.690324452,0.915187959,0.774751084,0.442470347,0.451618906,0.768226519,0.568487251,0.749814832,0.700518824,0.802588654,0.828788805,0.758491377,0.728868132,0.707277032,0.680100651,0.523264327,0.725542628,0.84080433,0.608691799,0.717457908,0.803031307,0.889189052,0.729078976,0.813762518,0.77238371,0.679544423,0.898914857,0.820359532,0.576513055,0.645869271,0.433034446,0.678050811,0.560501297,0.634576585,0.733662461,0.785497433,0.650734104,0.632780311,0.540719341,0.798796046,0.385862524,0.716171729,0.806038425,0.749844476,0.573571558,0.727824838,0.633981231,0.726874957,0.671789086,0.748037615,0.424663869,0.654853969,0.767702881,0.578952771,0.700304076,0.763071553,0.549777321,0.535061941,0.684667367,0.760239434,0.613343775,0.581596518,0.49171569,0.606900055,0.527746698,0.617745232,0.448474598,0.546432992,0.661408413,0.598022108,0.836298045,0.616724208,0.726852491,0.819459323,0.3915154,0.715297789,0.736323345,0.598061055,0.630404796,0.836834372,0.721661595,0.717678623,0.684666526,0.811426901,0.459875009,0.699625296,0.648457626,0.880436871,0.786351141,0.655834307,0.649285643,0.684880711,0.726088849
FRB01,0.392170784,0.404870276,0.375499763,0.4177155,0.24355765,0.17953398,0.220465405,0.296250983,0.677840318,0.228486678,0.264229947,0.195903723,0.399500388,0.310518495,0.401713332,0.356035697,0.339782678,0.219440937,0.418135078,0.2036208,0.178422817,0.184347898,0.373582151,0.405285025,0.344326549,0.172190547,0.162980184,0.49912611,0.498848713,0.222287289,0.13906673,0.300385474,0.265975836,0.210972467,0.497730913,0.308225337,0.156148828,0.252631566,0.311297202,0.281618761,0.229335148,0.485791138,0.422461509,0.183065931,0.37174747,0.485585978,0.147881115,0.42652205,0.438715434,0.154028374,0.186365231,0.305209192,0.454595911,0.322822614,0.440986589,0.223868983,0.098681243,0.410284358,0.251377478,0.206660517,0.317901096,0.489551029,0.370417416,0.517059557,0.305642726,0.391024562,0.270677056,0.324132931,0.274330232,0.416290507,0.393342417,0.337621925,0.474037042,0.406552418,0.334136952,0.467848278,0.535724554,0.461332053,0.276511678,0.09447069,0.37195851,0.486051778,0.333103425,0.489300421,0.28642528,0.218572622,0.276354574,0.300964484,0.2827579,0.186930727,0.258907057,0.418407957,0.35468544,0.407889306,0.243971171,0.228620716,0.202143548,0.362286008,0.518194365,0.319801705
FRB02,0.409387649,0.285178412,0.289584036,0.264647636,0.173944707,0.132685296,0.274982742,0.233858543,0.536107027,0.161233822,0.255262238,0.126780991,0.130201641,0.365234757,0.242656605,0.413503456,0.277453379,0.123416473,0.519579569,0.192353298,0.12285628,0.188608217,0.269734061,0.441951758,0.26169726,0.145940445,0.121693152,0.528070247,0.586281966,0.167230872,0.121660934,0.323382947,0.229793563,0.104345382,0.187653483,0.404789257,0.126687817,0.106991519,0.260437676,0.16019621,0.236188666,0.637622354,0.468734693,0.366502499,0.30470197,0.112718529,0.192749812,0.153524469,0.375573746,0.081499373,0.23571947,0.247479318,0.317169017,0.30610854,0.190966405,0.21995323,0.075088435,0.245581676,0.185313979,0.271531083,0.243862035,0.403692592,0.261862783,0.305333154,0.24682576,0.342090768,0.353933555,0.279214333,0.250887445,0.32914694,0.183094721,0.261303612,0.414953082,0.237407332,0.300380518,0.352788948,0.437465524,0.333675941,0.294242241,0.090113786,0.374134688,0.247573927,0.25015302,0.393691216,0.210080138,0.218431782,0.211025721,0.185559315,0.212256162,0.232667575,0.199490693,0.228116229,0.146914693,0.361678451,0.318705062,0.203175272,0.071581603,0.244824106,0.493527902,0.40471661
FRB03,0.371003413,0.37855971,0.348576184,0.417133943,0.202776721,0.138385261,0.150200003,0.322331581,0.621041583,0.171855606,0.258717257,0.21203992,0.389575823,0.236935713,0.401265926,0.356913639,0.311234613,0.190671533,0.403091494,0.193922987,0.152845462,0.175217913,0.358318392,0.40476662,0.304093709,0.173687732,0.161182813,0.421244391,0.278612855,0.213520633,0.10424056,0.314627307,0.249288688,0.175004936,0.401338263,0.30887693,0.128143691,0.214967063,0.305819795,0.282359646,0.233522151,0.457657676,0.374055573,0.213408735,0.350058524,0.471371339,0.177039184,0.419450416,0.357497883,0.135655856,0.165604655,0.287631831,0.443655656,0.268056973,0.402481267,0.176516198,0.083573851,0.404409846,0.21272632,0.188622228,0.353206729,0.472139002,0.327962341,0.501083644,0.341372728,0.356234704,0.216995051,0.315702872,0.259335735,0.315336528,0.376475652,0.340712876,0.450287789,0.35588569,0.385577243,0.377315442,0.536092747,0.456133647,0.267918097,0.091363906,0.386981315,0.441903881,0.3530538,0.477755638,0.283421204,0.192505081,0.240113097,0.286635821,0.262760305,0.204976024,0.23543071,0.368281314,0.342433664,0.211807543,0.325368768,0.271818044,0.175885705,0.363256796,0.510328487,0.274319928
FRB04,0.570647283,0.517270633,0.400293502,0.473009818,0.314643308,0.272091326,0.452722733,0.458630685,0.877841696,0.276091286,0.291198109,0.387606634,0.454970294,0.46058199,0.477284002,0.570744724,0.437754841,0.256017645,0.580871974,0.38379464,0.250847609,0.272168346,0.453933128,0.646869508,0.413356647,0.234586989,0.279416923,0.745344383,0.618352595,0.293774256,0.166631205,0.359248275,0.319098755,0.318055181,0.631316458,0.442532329,0.182598946,0.298815087,0.389689042,0.319423763,0.310345485,0.673822905,0.625760049,0.381199366,0.418055849,0.611897087,0.422595446,0.413233446,0.576258305,0.1835167,0.297867812,0.438282691,0.534004486,0.393229565,0.492505202,0.604233706,0.107836852,0.465546791,0.308490569,0.324694434,0.422326081,0.53297138,0.41113435,0.658154535,0.433138252,0.584576274,0.39087969,0.434993829,0.335999693,0.487569936,0.359082383,0.510649505,0.494118357,0.48640787,0.46252152,0.561297396,0.592229073,0.559634732,0.423763164,0.275943729,0.50025157,0.539781345,0.481039063,0.527838327,0.452349071,0.294866951,0.32051748,0.314814834,0.356590849,0.338736605,0.244342549,0.352084033,0.481826216,0.519525915,0.534877906,0.264580947,0.140762101,0.383420758,0.61806289,0.532107354
FRB05,0.541763409,0.510666393,0.433083798,0.488536442,0.356462068,0.263199128,0.397844405,0.512056426,0.858777398,0.239430352,0.300516936,0.340412451,0.433331627,0.446905593,0.45196527,0.548875598,0.405872578,0.308697283,0.547971977,0.318561831,0.229457697,0.344672892,0.403582969,0.5594359,0.397925479,0.195951806,0.18539574,0.635395649,0.584605323,0.215053892,0.113235019,0.470858795,0.316374233,0.332537023,0.630372098,0.43670509,0.18604313,0.292811766,0.396517778,0.311756877,0.359100995,0.677578199,0.615091866,0.39028005,0.420974954,0.533822055,0.36124173,0.416353866,0.55012683,0.149218788,0.267405457,0.336396246,0.534015942,0.412475666,0.518283811,0.52599218,0.122572926,0.463428536,0.300694738,0.32408965,0.423447454,0.5122842,0.388559411,0.579753914,0.387237322,0.681719836,0.319694142,0.341855221,0.330448548,0.49372219,0.397980888,0.376194554,0.484184434,0.475015596,0.456761197,0.550797141,0.572040566,0.544421488,0.385169271,0.294978705,0.503736816,0.531046005,0.417521373,0.549141845,0.424405916,0.281765708,0.333525933,0.188129183,0.320442349,0.356517306,0.240675875,0.417357702,0.400362289,0.497053671,0.579377622,0.258562932,0.168161124,0.344798507,0.619661381,0.517604029
FRB06,0.611222739,0.537548848,0.403768233,0.418601083,0.357186652,0.276349447,0.405562141,0.491659043,0.853240572,0.207025811,0.306212073,0.269003683,0.445617512,0.463236132,0.457381463,0.556508838,0.401723199,0.350131312,0.565310833,0.32912776,0.227309458,0.379209826,0.393863208,0.616394532,0.412287491,0.151647174,0.19342218,0.681033623,0.609730713,0.227074486,0.160400832,0.472856372,0.280168091,0.377704187,0.567498547,0.433626192,0.181059985,0.294119051,0.403125123,0.355451082,0.347078581,0.659695039,0.602557233,0.390508084,0.417326631,0.500492332,0.367672541,0.411246067,0.544501391,0.141098854,0.275429039,0.321693497,0.44033603,0.425715769,0.547052354,0.545870212,0.138716773,0.464277788,0.27208905,0.335914081,0.34767451,0.501259938,0.373044959,0.59989698,0.400861532,0.715250536,0.344099894,0.350969657,0.345264385,0.47917818,0.402087066,0.389620954,0.481517684,0.453091782,0.398134316,0.565116189,0.578905959,0.582419442,0.422119297,0.222059835,0.494275495,0.517073515,0.423831811,0.436722611,0.446232392,0.264001156,0.338397639,0.248091329,0.353762761,0.327220367,0.246810188,0.428193625,0.445324221,0.495807479,0.510060257,0.227955598,0.14777153,0.339809552,0.625816467,0.565797441
FRC11,0.066425386,0.190863616,0.26210201,0.28675147,0.209901506,0.104995807,0.104304906,0.144925937,0.498628028,0.136608916,0.325416383,0.079140723,0.22253054,0.267629156,0.224475935,0.179550727,0.130556058,0.188080953,0.246259446,0.244230098,0.081237517,0.167237697,0.290971226,0.190444538,0.130575449,0.115173749,0.108851742,0.204271494,0.46889722,0.158655527,0.189972051,0.233203466,0.165742327,0.041802524,0.267718773,0.36206099,0.052966917,0.091122295,0.260529759,0.133997375,0.242635994,0.50761498,0.422405641,0.113069607,0.264326476,0.091642151,0.053296157,0.186802314,0.509876778,0.096623261,0.155310311,0.13899657,0.274580105,0.321825227,0.182513119,0.239544303,0.073538651,0.194661033,0.132183392,0.289747482,0.291545482,0.346470415,0.196230518,0.269736431,0.184131723,0.327757211,0.042722741,0.149682902,0.215484461,0.280512622,0.223168239,0.220800597,0.410805425,0.200488022,0.150593517,0.144260407,0.140681311,0.054813144,0.263776731,0.153720629,0.17359747,0.194619104,0.114665864,0.472477026,0.124749624,0.214070044,0.065852331,0.106718362,0.188120153,0.128221459,0.170634886,0.206613377,0.342731091,0.197345681,0.176742113,0.083743999,0.17616393,0.197849072,0.142195296,0.15637953
FRC12,0.217941415,0.301257769,0.307640287,0.300060471,0.200335545,0.136170567,0.201519055,0.205090175,0.430661725,0.242352804,0.29866446,0.103914785,0.337244038,0.338636383,0.26492686,0.279103794,0.214521975,0.182646691,0.277602177,0.245519861,0.125528908,0.16825939,0.339720627,0.356622984,0.196102061,0.182096844,0.155379381,0.367528049,0.204639073,0.198288402,0.156195276,0.245966581,0.239522,0.095737203,0.173307936,0.364357732,0.090315028,0.152866838,0.27227807,0.247754577,0.227287227,0.464275825,0.406499825,0.131392483,0.286856095,0.245122652,0.071005368,0.410332256,0.403832968,0.138226243,0.159569906,0.251235195,0.39516326,0.262187789,0.326795981,0.234154173,0.08923413,0.343992285,0.17746034,0.173336337,0.292662127,0.476738869,0.296200465,0.505429734,0.272403776,0.325198522,0.134695127,0.178385627,0.243092024,0.261339482,0.322251786,0.305828138,0.373292258,0.245427392,0.256639307,0.343929742,0.348897375,0.20091756,0.239873623,0.08345497,0.309170935,0.35017598,0.14527662,0.285083505,0.223246815,0.197434378,0.13053863,0.159416001,0.205628356,0.143041505,0.2292971,0.334540933,0.33817704,0.186316885,0.136193853,0.115630497,0.348093504,0.29436394,0.499691249,0.246984507
FRC13,0.302530201,0.370940561,0.302598039,0.410007147,0.18663609,0.26004844,0.233982986,0.251353248,0.749921542,0.341526785,0.373730695,0.144334791,0.409279742,0.416682504,0.366321716,0.383982755,0.264193044,0.333130653,0.447552099,0.39701101,0.200873159,0.209001865,0.386690741,0.537264646,0.439144309,0.157504818,0.184253637,0.588249926,0.569521052,0.23346782,0.240509565,0.283329778,0.224434467,0.122510643,0.421625099,0.436116908,0.092475701,0.190690278,0.337140031,0.197734293,0.229466812,0.60832088,0.52837273,0.213079197,0.374645554,0.388936612,0.253505605,0.376235815,0.592868473,0.149812119,0.271438111,0.287166724,0.50532524,0.340023343,0.433015871,0.554003016,0.125779644,0.38736349,0.189228315,0.363764488,0.430834375,0.509319274,0.344996968,0.55881455,0.298455585,0.547763584,0.293807634,0.306274654,0.291960618,0.393506314,0.327289194,0.359210117,0.515769468,0.334264507,0.354116274,0.47840957,0.49604406,0.418038276,0.360927397,0.202626289,0.370307097,0.523985962,0.23596873,0.501733389,0.215307059,0.258014375,0.16284125,0.442063455,0.321571197,0.262910521,0.264116886,0.321062897,0.434537422,0.392991584,0.595620267,0.252499896,0.516156754,0.314867813,0.415686987,0.367803286
FRC14,0.266930271,0.299076995,0.345695171,0.329856013,0.24424982,0.198987875,0.349698565,0.3106745,0.66280786,0.229998059,0.249310539,0.177875954,0.31697221,0.410711618,0.236176739,0.324923759,0.286464804,0.213977038,0.347359957,0.23738732,0.172444075,0.222333707,0.331781264,0.38119852,0.243297708,0.153182105,0.090704494,0.556389126,0.507504339,0.189402136,0.137041789,0.226909649,0.309361123,0.176844721,0.397969259,0.36849618,0.112103034,0.161548138,0.358304121,0.281714479,0.22118342,0.53801345,0.567269945,0.184216616,0.317335975,0.25761988,0.117660292,0.354967652,0.47834448,0.087813075,0.181722644,0.221245822,0.439546992,0.352804037,0.425221276,0.242808844,0.07430659,0.430474984,0.247354941,0.184501921,0.317110591,0.480583372,0.332685695,0.423383686,0.20862192,0.518133521,0.221344218,0.18488851,0.276484278,0.40393749,0.355381449,0.323114639,0.397956149,0.326179922,0.268914534,0.498570769,0.391872997,0.311459883,0.307920086,0.115828103,0.296963824,0.362535714,0.146614183,0.48877062,0.276266424,0.222019366,0.186888509,0.102363004,0.213292735,0.164988816,0.237320973,0.399293029,0.342571744,0.371349727,0.135164934,0.08880691,0.163616716,0.282312841,0.535920021,0.317698548
FRC21,0.079858371,0.160439417,0.193646213,0.198634664,0.168850211,0.137447285,0.117274549,0.111952616,0.248768297,0.19194744,0.308745451,0.066596416,0.232988225,0.229527707,0.230685566,0.113938933,0.117434538,0.110270666,0.159643642,0.189867326,0.076307574,0.10879781,0.253288756,0.183186066,0.073848607,0.131600623,0.090658244,0.201401728,0.14455341,0.182569872,0.101176516,0.138704423,0.117667766,0.037308837,0.172071566,0.275901913,0.046789625,0.08075825,0.243116441,0.123141225,0.165582267,0.325693817,0.346448314,0.097445491,0.125400708,0.090318994,0.053102603,0.146466997,0.364760922,0.095188516,0.210839131,0.100077363,0.26246767,0.204915452,0.158205615,0.170478028,0.073956964,0.20235093,0.118458132,0.167020926,0.208253017,0.313116418,0.146083598,0.311819613,0.188089366,0.228211058,0.066896245,0.135315898,0.17681235,0.243130288,0.113220085,0.199751052,0.253131537,0.189390837,0.116215652,0.212756013,0.176672156,0.06126507,0.2374984,0.105826226,0.126687762,0.235301444,0.112322207,0.464224025,0.089574265,0.165489064,0.049071434,0.050553473,0.161508253,0.092244492,0.141187172,0.166814059,0.282328839,0.154123288,0.061095323,0.07527159,0.207951762,0.163989567,0.094814948,0.174468527
FRC22,0.062736914,0.196455157,0.198253584,0.268929559,0.215899199,0.177259519,0.130453112,0.131265439,0.318149164,0.192514602,0.332884667,0.084608651,0.325403998,0.238437271,0.369085096,0.133038384,0.1541849,0.12856686,0.256416478,0.224413206,0.110332887,0.180777984,0.271621079,0.189222529,0.121575454,0.137087946,0.12003279,0.207193226,0.271415022,0.201411889,0.128482175,0.220560561,0.128034881,0.045100736,0.243275488,0.324974905,0.060869231,0.222732559,0.248382624,0.129441141,0.24738213,0.354392728,0.414472734,0.130127085,0.197719028,0.110802205,0.116351597,0.158178565,0.410058305,0.124395552,0.238685934,0.134770664,0.27730302,0.253996458,0.267182581,0.172675972,0.109272539,0.210154075,0.122686961,0.215998324,0.247090097,0.314424465,0.150556331,0.308939441,0.208026805,0.389829507,0.094916367,0.206742847,0.204578367,0.275681597,0.178035571,0.233245545,0.3243417,0.263820532,0.158547676,0.247397589,0.249223112,0.092480845,0.313310032,0.100023737,0.128544495,0.309127847,0.21335671,0.510098398,0.094302527,0.167632284,0.062029521,0.187098639,0.202786573,0.155812854,0.155975271,0.198577528,0.31826217,0.213343536,0.237667185,0.117608167,0.297708787,0.265229244,0.104682775,0.177998786
FRC23,0.132518829,0.19581475,0.202872991,0.208041378,0.182604685,0.12341549,0.112556355,0.139694746,0.367721932,0.206820574,0.286739561,0.09408348,0.231134459,0.230237264,0.231862945,0.146026624,0.137346995,0.124908229,0.240710343,0.188188682,0.066326973,0.191044822,0.286172443,0.197467208,0.112658604,0.139375914,0.094629585,0.215955442,0.262051771,0.181401095,0.115141438,0.136335155,0.128611404,0.038495211,0.205118288,0.326625742,0.052538238,0.080331353,0.242683592,0.125580453,0.178134553,0.44976678,0.37416095,0.099410397,0.206876651,0.085532634,0.049664051,0.140273329,0.398275531,0.088152438,0.214232859,0.104922622,0.256404727,0.259209359,0.197263355,0.131049974,0.060658667,0.220030835,0.12068284,0.168787845,0.237495288,0.303666861,0.14766635,0.303581718,0.190593749,0.282839277,0.060248325,0.144422684,0.189190038,0.260208573,0.208821768,0.241271831,0.359257868,0.198901778,0.132483576,0.253030781,0.185026634,0.071576252,0.265663534,0.105394436,0.085379629,0.232599794,0.117611973,0.466915807,0.108708274,0.169730831,0.069983739,0.081796884,0.150321584,0.097112111,0.146061022,0.19110603,0.318852532,0.174489651,0.060921161,0.085298457,0.211570887,0.143139284,0.099586576,0.165491946
FRC24,0.153151812,0.234550493,0.29457799,0.266673467,0.409370272,0.45613806,0.243515676,0.218490753,0.192453809,0.464825828,0.51247521,0.167624774,0.417377837,0.488873165,0.267962731,0.134508564,0.287624691,0.33839132,0.199364281,0.389766009,0.250585606,0.281250882,0.31765352,0.220610832,0.281955171,0.282757105,0.228063522,0.277061402,0.173271443,0.534031426,0.677831286,0.21758813,0.357423138,0.182079102,0.285767208,0.298089046,0.199445097,0.259467899,0.353431999,0.213319391,0.336773851,0.307199419,0.336014004,0.162937513,0.237675388,0.191518636,0.069126189,0.300539998,0.355275688,0.48452712,0.341426638,0.197045022,0.42426512,0.320785237,0.254815042,0.206581277,0.242835538,0.277483477,0.308432653,0.467352536,0.359812231,0.41885618,0.269902262,0.360065841,0.313455857,0.441293384,0.0934911,0.190685921,0.252704087,0.283255879,0.258238228,0.324181155,0.35741414,0.261231093,0.161246081,0.246503287,0.202257788,0.143693745,0.3625431,0.374413173,0.249641804,0.264577967,0.123216163,0.379799923,0.121503215,0.345490254,0.085840638,0.071913966,0.336787498,0.314836085,0.354413077,0.22085998,0.515476708,0.237133661,0.437068487,0.286254902,0.449864236,0.433610652,0.15343815,0.244846392
