NUTSM,rep_1,rep_2,rep_3,rep_4,rep_5,rep_6,rep_7,rep_8,rep_9,rep_10,rep_11,rep_12,rep_13,rep_14,rep_15,rep_16,rep_17,rep_18,rep_19,rep_20,rep_21,rep_22,rep_23,rep_24,rep_25,rep_26,rep_27,rep_28,rep_29,rep_30,rep_31,rep_32,rep_33,rep_34,rep_35,rep_36,rep_37,rep_38,rep_39,rep_40,rep_41,rep_42,rep_43,rep_44,rep_45,rep_46,rep_47,rep_48,rep_49,rep_50,rep_51,rep_52,rep_53,rep_54,rep_55,rep_56,rep_57,rep_58,rep_59,rep_60,rep_61,rep_62,rep_63,rep_64,rep_65,rep_66,rep_67,rep_68,rep_69,rep_70,rep_71,rep_72,rep_73,rep_74,rep_75,rep_76,rep_77,rep_78,rep_79,rep_80,rep_81,rep_82,rep_83,rep_84,rep_85,rep_86,rep_87,rep_88,rep_89,rep_90,rep_91,rep_92,rep_93,rep_94,rep_95,rep_96,rep_97,rep_98,rep_99,rep_100
LT024,0.016383063,0.077265579,0.076838319,0.076011672,0.091680853,0.031769219,0.008946965,0.055583416,0.004802132,0.034892159,0.118982109,0.028196331,0.02823857,0.053209877,0.074263358,0.070991438,0.035951456,0.020180207,0.055923619,0.054921047,0.03366737,0.031183775,0.091685743,0.056979783,0.025723309,0.085873753,0.061942588,0.034778482,0.01975868,0.070377786,0.011628015,0.029475717,0.058037346,0.019888981,0.035566303,0.120532325,0.029460841,0.037285942,0.060464657,0.065080388,0.089584301,0.077197191,0.043317963,0.057760689,0.073657883,0.032073953,0.032701743,0.077904124,0.075349497,0.023888385,0.102540446,0.06528856,0.063270186,0.12705721,0.045652179,0.012821475,0.02019781,0.1227689,0.052563299,0.035850551,0.085494971,0.109049036,0.035118256,0.068591402,0.07057269,0.055538556,0.022658961,0.102997896,0.106061126,0.210679606,0.050802879,0.125173964,0.090942444,0.089947028,0.069317505,0.051264423,0.072344901,0.018926023,0.092678576,0.017821842,0.05447152,0.091665964,0.050766036,0.067196741,0.051318153,0.06395959,0.035662721,0.011532217,0.027943716,0.04477546,0.06094323,0.077848186,0.053112514,0.064644638,0.009083689,0.01546775,0.00910938,0.041423036,0.035685389,0.079012187
LT025,0.012261555,0.071588146,0.071672555,0.080060763,0.076728931,0.027256338,0.009099024,0.05245063,0.004241084,0.033144401,0.117992673,0.027390361,0.03029897,0.058597997,0.061458668,0.067131112,0.033991699,0.019743551,0.054000584,0.055018512,0.034825565,0.032512517,0.09530563,0.048454486,0.023915985,0.083511236,0.020829751,0.032975748,0.016455921,0.063303943,0.011981918,0.028637574,0.063609671,0.015649614,0.02748484,0.115487801,0.033119244,0.035363091,0.058835441,0.06438195,0.085419539,0.074458553,0.042866268,0.054900915,0.062188053,0.027963895,0.03119128,0.083307032,0.073959682,0.023068827,0.094341285,0.045341941,0.057563015,0.125933785,0.045985599,0.01418006,0.021556573,0.120436054,0.050302602,0.034472926,0.081833017,0.099986821,0.037592742,0.065625922,0.068167474,0.046637135,0.02030545,0.100626371,0.092224469,0.11593282,0.056067887,0.106614541,0.089063802,0.080301306,0.06566813,0.048877858,0.071878316,0.019574394,0.096711402,0.017067362,0.049706272,0.08897979,0.05452215,0.065319812,0.052179004,0.063513375,0.029526262,0.011049604,0.02923777,0.037013905,0.055308442,0.075501811,0.052469539,0.036374453,0.009720573,0.015584241,0.00829496,0.03791376,0.037783663,0.081293044
LT026,0.012275687,0.071485257,0.070988244,0.073761511,0.081594479,0.028645909,0.008504503,0.0519656,0.005082779,0.033539453,0.11533768,0.025610681,0.034941345,0.056275334,0.062369931,0.066596683,0.030606971,0.020000741,0.058458488,0.051858702,0.036300197,0.032349241,0.097316531,0.048202225,0.02389319,0.081630127,0.018858175,0.032574316,0.015750081,0.065448997,0.011611912,0.028525342,0.062581508,0.017664789,0.029513544,0.112593025,0.030390051,0.035197479,0.060272178,0.063610944,0.084810714,0.071077402,0.04235602,0.055386787,0.06259384,0.028884329,0.03023574,0.085699695,0.078140654,0.021329026,0.104213116,0.045814739,0.058124484,0.129284448,0.044327256,0.014399595,0.02215472,0.119831819,0.052570333,0.035927198,0.074557162,0.098236603,0.037067033,0.065984961,0.067197885,0.044162665,0.021520429,0.099625457,0.089459875,0.101826119,0.055850278,0.104958482,0.088705793,0.079089011,0.06591857,0.046510267,0.073414567,0.019267248,0.096334831,0.015471594,0.047808252,0.088307365,0.05352957,0.065018575,0.052619246,0.062823284,0.027713175,0.012136448,0.029572769,0.037385782,0.053447562,0.074364718,0.052212481,0.035403197,0.009713263,0.016076847,0.008746945,0.036005619,0.037719117,0.077671896
LT027,0.015114046,0.070843557,0.07324842,0.073061222,0.090050367,0.029492025,0.015043889,0.054471063,0.004040958,0.052496304,0.139380381,0.032193549,0.029193829,0.06814592,0.067556836,0.068825913,0.031772998,0.024472276,0.071099012,0.055133296,0.041322348,0.037249283,0.100549302,0.049126871,0.025209931,0.085750571,0.025342511,0.046527019,0.02607279,0.077138213,0.014330994,0.028153754,0.064947365,0.020926306,0.028417514,0.127440805,0.052980667,0.034967554,0.058102596,0.06797341,0.093128764,0.074538224,0.054157217,0.089590329,0.059542482,0.035642189,0.035594013,0.093102038,0.082383252,0.022044191,0.106125682,0.046715464,0.054634376,0.154985906,0.052611895,0.013547424,0.026661952,0.131632965,0.060350194,0.036177318,0.076895217,0.109803622,0.040787064,0.069498423,0.067496265,0.046974157,0.030804876,0.108890073,0.096200441,0.110320535,0.05651742,0.10504069,0.08824188,0.080426952,0.066194348,0.042470993,0.069785295,0.020066881,0.163387006,0.023306121,0.051788646,0.09377581,0.057506398,0.063668487,0.056308385,0.067395035,0.035405942,0.010988525,0.028164824,0.047425555,0.05436307,0.076406589,0.051398301,0.037952503,0.012601093,0.017172764,0.011053103,0.08025617,0.04164212,0.115510756
LT028,0.018825606,0.089341088,0.074824365,0.075706315,0.095194699,0.042093983,0.016460626,0.06305993,0.003616996,0.056255095,0.136342181,0.031864949,0.03227194,0.078904771,0.080528888,0.07354008,0.031020765,0.030951766,0.069665178,0.062720606,0.051488287,0.040464195,0.10341772,0.05060032,0.027533064,0.085011026,0.025190617,0.052806646,0.033765371,0.077551925,0.023138405,0.040858231,0.065123787,0.022115019,0.031795039,0.143356855,0.048713962,0.048820283,0.064300842,0.071563135,0.099913516,0.082746505,0.061094706,0.077270401,0.068266374,0.052518552,0.042232918,0.103415206,0.092326511,0.023352793,0.119004539,0.0486233,0.056977768,0.169632598,0.057564504,0.015762747,0.038894334,0.136008882,0.071697272,0.039336375,0.083408102,0.123965279,0.04681349,0.072713687,0.067057158,0.054601401,0.033842012,0.107317948,0.100750259,0.118594221,0.063167806,0.114881981,0.08892224,0.082880682,0.071154237,0.05044884,0.073272084,0.035220987,0.137327333,0.021326515,0.052650789,0.094694259,0.059900228,0.067019716,0.063449521,0.080108751,0.042154734,0.011941136,0.033201231,0.063795818,0.055661418,0.084387628,0.063618638,0.038339958,0.014658919,0.017841691,0.011669601,0.063196472,0.044543328,0.154317366
LT029,0.014413315,0.085480038,0.075741106,0.078302793,0.08072996,0.031459201,0.015859967,0.05751671,0.004647185,0.036101339,0.119186639,0.028358902,0.029281182,0.062203429,0.072081564,0.07306644,0.034494166,0.022736091,0.056640479,0.054402587,0.041567349,0.038447787,0.096131539,0.047800064,0.025635897,0.08322891,0.018242916,0.034238136,0.02650174,0.066687133,0.022946863,0.039798937,0.063534924,0.016558761,0.028258432,0.138342148,0.038348687,0.043733359,0.060465411,0.064907835,0.095864813,0.085865588,0.050533078,0.053567636,0.072373742,0.038206135,0.040519805,0.09582066,0.083901491,0.027285866,0.097566688,0.049402279,0.058765825,0.137080397,0.049561546,0.019315006,0.023869045,0.120935696,0.060567885,0.037968206,0.092718958,0.111071592,0.044146599,0.067852762,0.067824347,0.058109004,0.030072055,0.101348027,0.091003879,0.132178672,0.062505611,0.109683842,0.087494134,0.080909755,0.06933988,0.050235069,0.069790738,0.02966218,0.095686799,0.019312173,0.052718278,0.087063968,0.069092963,0.066693753,0.055566422,0.071524382,0.037267888,0.011312301,0.03065728,0.049628012,0.054722103,0.081130545,0.059640441,0.040161817,0.010275197,0.014160548,0.007411125,0.039806202,0.03816223,0.09738826
LU000,0.112631487,0.141113009,0.162841225,0.175057223,0.113489151,0.095081076,0.064043485,0.09835603,0.051285443,0.075818713,0.261864675,0.067595791,0.148943527,0.161970395,0.213554939,0.091330473,0.246418204,0.124403594,0.160330764,0.160084006,0.075194624,0.104390205,0.195688056,0.180501865,0.052608438,0.119473917,0.069074095,0.216347303,0.232062314,0.150881293,0.284290536,0.09602717,0.135939577,0.033437506,0.15099825,0.250574965,0.074467416,0.052936389,0.188293149,0.069811164,0.192155882,0.255921164,0.357191743,0.119712238,0.107065186,0.048423367,0.066654494,0.140870916,0.4093831,0.103059794,0.193656783,0.162812004,0.158930173,0.203917982,0.115209598,0.059061581,0.067879686,0.143157546,0.124316023,0.124412965,0.149642239,0.302205952,0.108470526,0.212057466,0.092024915,0.115257945,0.050825332,0.16325201,0.185162939,0.170587201,0.118926219,0.187015452,0.199868655,0.132888915,0.094626408,0.060319285,0.092130571,0.052940842,0.240446213,0.1894264,0.199891756,0.157780704,0.137089113,0.419104568,0.081627166,0.175355404,0.058586681,0.058579321,0.119692556,0.09518223,0.126250719,0.13640949,0.236626752,0.101943095,0.064112592,0.225236711,0.110713705,0.095269988,0.096326358,0.13939947
LV003,0.015250194,0.084012969,0.075775983,0.07811755,0.080965788,0.036957502,0.017465064,0.06013622,0.004261359,0.03794055,0.120549462,0.03123804,0.03348023,0.070560633,0.074079905,0.070801716,0.032284394,0.024520763,0.060726309,0.059594003,0.066977144,0.044980918,0.107807467,0.047866423,0.026904496,0.086126043,0.017641854,0.034403647,0.022495704,0.071786266,0.028201036,0.039815736,0.06595518,0.02604188,0.029963628,0.147112631,0.042267748,0.044204967,0.062285824,0.064531565,0.10123166,0.092321349,0.055732402,0.057449847,0.070650887,0.045166006,0.044998211,0.09761568,0.088088716,0.023169205,0.112628744,0.054562566,0.05885027,0.166378825,0.047923324,0.019534489,0.028475661,0.119992308,0.062520186,0.046932487,0.084926952,0.11611861,0.042939454,0.073873134,0.064699839,0.055417948,0.03251213,0.10413206,0.091854449,0.12557928,0.068879095,0.113515269,0.089696703,0.08289576,0.076591926,0.050307966,0.074075091,0.032060236,0.103997762,0.019518303,0.050864514,0.09135658,0.066387291,0.074235113,0.061521313,0.074175621,0.034337422,0.011374925,0.032094264,0.05261769,0.067626173,0.083138442,0.067096176,0.04066001,0.010834039,0.017647241,0.00780987,0.038415996,0.045429339,0.101064625
LV005,0.014428453,0.084594937,0.074542396,0.075650755,0.080837258,0.031110285,0.013868833,0.057395219,0.004000921,0.035070787,0.1167071,0.027804743,0.029996836,0.064159402,0.070826198,0.071644775,0.03600441,0.022203178,0.058777581,0.051361727,0.042381097,0.040182398,0.101196631,0.048077128,0.025898442,0.084020468,0.01943734,0.036264791,0.026496215,0.066415021,0.024816814,0.040825208,0.062338866,0.017817569,0.02815746,0.140023212,0.040255477,0.043767769,0.060632896,0.06386698,0.094368444,0.087030132,0.048368067,0.055966486,0.072416324,0.040004043,0.041017867,0.089533949,0.088854837,0.02373338,0.101369782,0.049447803,0.060080305,0.135347191,0.047225214,0.018867062,0.023720081,0.119829765,0.061478955,0.039864989,0.084406271,0.111555414,0.044060619,0.068472317,0.069496905,0.054805285,0.031076688,0.101986086,0.090823694,0.11958219,0.062079171,0.106951055,0.087462516,0.079569657,0.070535969,0.050554626,0.071439154,0.029659779,0.099096195,0.018579941,0.051603877,0.087705607,0.069279206,0.067151407,0.054964336,0.071734563,0.034132374,0.012998102,0.030510908,0.049075199,0.056138073,0.080358667,0.058833499,0.039436097,0.010798298,0.014508466,0.007244692,0.036201386,0.038054846,0.097796044
LV006,0.016739052,0.103058997,0.100755627,0.101123968,0.100134665,0.047766245,0.015719457,0.065212974,0.004385443,0.043685912,0.134245976,0.028470595,0.039480448,0.074368158,0.081104604,0.078281926,0.045800802,0.026351858,0.069953218,0.060265683,0.053962006,0.045433158,0.116279352,0.072339646,0.037484363,0.1045876,0.031078184,0.045549563,0.016987145,0.084009265,0.075192592,0.054723232,0.078516274,0.031484318,0.037027737,0.147976351,0.040172087,0.054230015,0.076565361,0.071077093,0.122998317,0.100102434,0.049048877,0.077560796,0.075185178,0.048864937,0.041812148,0.095632183,0.110830843,0.042777142,0.112970764,0.07692067,0.08481837,0.149725854,0.064582958,0.023003502,0.034934138,0.127506411,0.072322161,0.046790751,0.097984629,0.135746722,0.042569903,0.081993366,0.068853988,0.055983488,0.033222653,0.129898318,0.105053301,0.128939602,0.066148389,0.130107707,0.111019246,0.085848185,0.074663472,0.057778754,0.077786892,0.032531153,0.107549306,0.029634298,0.071933358,0.102053646,0.090581844,0.074050419,0.067540843,0.098434604,0.041807773,0.016782438,0.039323418,0.06824929,0.066536505,0.085612167,0.06325158,0.055184639,0.015168598,0.018620202,0.011021099,0.046704486,0.047454701,0.115345447
LV007,0.012592415,0.075703383,0.078204592,0.077547715,0.083019994,0.038932302,0.01598414,0.056051402,0.004370081,0.039874916,0.117626151,0.033347418,0.038898053,0.067755813,0.069492688,0.070491065,0.031456382,0.025283941,0.063211861,0.051965372,0.052871379,0.0424615,0.105105658,0.048416369,0.026210343,0.087863761,0.017471271,0.036132113,0.018970617,0.069517128,0.02320387,0.039073746,0.072057962,0.023455999,0.0334573,0.152575926,0.044464193,0.046411702,0.068515618,0.06597778,0.092002845,0.094564511,0.053537894,0.056739197,0.067450901,0.042936857,0.051081173,0.096672664,0.0905754,0.024432705,0.119902277,0.047878139,0.062916834,0.146119297,0.047169629,0.030098089,0.0269854,0.12144521,0.066248673,0.048764023,0.081419165,0.121298498,0.048778914,0.069474639,0.068263992,0.07189263,0.033965196,0.136825839,0.097353773,0.122216934,0.054964759,0.11357288,0.10251427,0.096142241,0.078001969,0.050619202,0.073839115,0.031384589,0.099351291,0.022532723,0.049555326,0.091405326,0.069119973,0.067588037,0.056088031,0.07597645,0.033688068,0.01318163,0.035951479,0.051507572,0.081979632,0.088295493,0.060426596,0.036463668,0.012699944,0.014086844,0.008966707,0.038337306,0.039793834,0.108404702
