"Longitude","Latitude","Admin","Year","disease"
-52.32379,4.923358,-999,2000,"dengue"
-53.26,5.46,-999,2001,"dengue"
-53.21,5.48,-999,2001,"dengue"
-52.32379,4.923358,-999,2001,"dengue"
-52.3269,4.9227,-999,2004,"dengue"
-54.034,3.642,-999,2005,"dengue"
-51.8,3.899,-999,2005,"dengue"
-52.3269,4.9227,-999,2005,"dengue"
-53.776,5.667,-999,2006,"dengue"
-54.083,5.4,-999,2006,"dengue"
-53.201,3.631,-999,2006,"dengue"
-52.650461,5.159334,-999,2006,"dengue"
-54.034,3.644,-999,2006,"dengue"
-51.8,3.899,-999,2006,"dengue"
-52.32379,4.923358,-999,2006,"dengue"
-52.32379,4.923358,-999,2007,"dengue"
-54.030962,5.499463,-999,2009,"dengue"
-52.6465,5.16378,-999,2009,"dengue"
-52.32379,4.923358,-999,2009,"dengue"
-53.900002,5.733333,-999,2010,"dengue"
-53.783333,5.666667,-999,2010,"dengue"
-52.286386,4.877226,-999,2010,"dengue"
-52.333332,4.85,-999,2010,"dengue"
-72.33,18.55,-999,1969,"dengue"
-72.33,18.55,-999,1970,"dengue"
-72.33,18.55,-999,1971,"dengue"
